ticker,yahoo_ticker,total_debt,total_assets,accounts_receivable,non_compliant_investments,cash,total_revenue,interest_income,net_income,market_cap,current_price,shares_outstanding,long_business_summary,fetched_at
IGIL,IGIL.KA,,,,0.0,,,0.0,,2307774208.0,13.53,170567200.0,IGI Life Insurance Limited,2026-06-01T09:01:36.650326+00:00
ILP,ILP.KA,28593987000.0,180827574000.0,49388925000.0,0.0,1088334000.0,179405283000.0,0.0,5549797000.0,107749408768.0,76.87,1401709468.0,"ILP.KA,0P0001H7BN,255118",2026-06-01T09:01:36.650326+00:00
ILTM,ILTM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IMAGE,IMAGE.KA,,,,0.0,,,0.0,,2994805504.0,13.0,230369650.0,"IMAGE.KA,0P0000B2AE,527285",2026-06-01T09:01:36.650326+00:00
IMAGER1,IMAGER1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IML,IML.KA,,,,0.0,,,0.0,,1745722496.0,17.63,99020000.0,"IML.KA,0P0000JDEA,4051",2026-06-01T09:01:36.650326+00:00
IMS,IMS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IMSL,IMSL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
INDU,INDU.KA,159929000.0,184774378000.0,9913463000.0,0.0,5397774000.0,215136582000.0,627244000.0,23009659000.0,133097308160.0,1693.35,78600000.0,Indus Motor Company Limited,2026-06-01T09:01:36.650326+00:00
INIL,INIL.KA,1136634000.0,77791632000.0,3436163000.0,0.0,4328388000.0,85813041000.0,382583000.0,898978000.0,25269886976.0,191.61,131881880.0,International Industries Limited,2026-06-01T09:01:36.650326+00:00
INKL,INKL.KA,,,,0.0,,,0.0,,121808248.0,12.59,9675000.0,"INKL.KA,0P0000B5Q6,500",2026-06-01T09:01:36.650326+00:00
INL,INL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IPAK,IPAK.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IREIT,IREIT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
ISHT,ISHT.KA,,,,0.0,,,0.0,,,,4250000.0,Ishtiaq Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
ISIL,ISIL.KA,30573078878.0,114280317015.0,15758507990.0,0.0,1471877809.0,122566192659.0,23795234.0,4206163975.0,94208270336.0,1419.72,66356940.0,"ISIL.KA,0P0000BM3Y,107",2026-06-01T09:01:36.650326+00:00
ISL,ISL.KA,673942000.0,50067519000.0,1350948000.0,0.0,3436737000.0,62310883000.0,281682000.0,1559261000.0,36448649216.0,83.79,435000000.0,International Steels Limited,2026-06-01T09:01:36.650326+00:00
ISTM,ISTM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
ITANZ,ITANZ.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
ITSL,ITSL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
ITTEFAQ,ITTEFAQ.KA,,,,0.0,,,0.0,,831417792.0,5.76,144343364.0,Ittefaq Iron Industries Limited,2026-06-01T09:01:36.650326+00:00
JATM,JATM.KA,,,,0.0,,,0.0,,1361681280.0,108.06,12601160.0,"JATM.KA,0P0000ARIB,36750",2026-06-01T09:01:36.650326+00:00
JDMT,JDMT.KA,,,,0.0,,,0.0,,392385376.0,59.68,6574822.0,"JDMT.KA,0P0000BGM1,551",2026-06-01T09:01:36.650326+00:00
JDWS,JDWS.KA,14126170357.0,85312305511.0,10447684762.0,0.0,780550678.0,135075695712.0,576513951.0,7817634582.0,31487700992.0,544.99,57776661.0,JDW Sugar Mills Limited,2026-06-01T09:01:36.650326+00:00
JGICL,JGICL.KA,6386000.0,65378379000.0,4007503000.0,0.0,3175355000.0,15880534000.0,855544000.0,4019080000.0,8731630592.0,43.99,198491241.0,"JGICL.KA,0P0000BNI7,38762",2026-06-01T09:01:36.650326+00:00
JKSM,JKSM.KA,,,,0.0,,,0.0,,4581777920.0,44.78,102317502.0,"JKSM.KA,0P0000BYTL,155",2026-06-01T09:01:36.650326+00:00
JLICL,JLICL.KA,125000000.0,265767512000.0,3541011000.0,0.0,4819206000.0,96860458000.0,24472067000.0,2495503000.0,12826157056.0,127.81,100353310.0,"JLICL.KA,0P0000C55O,1806",2026-06-01T09:01:36.650326+00:00
JOPP,JOPP.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
JOVC,JOVC.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
JPGL,JPGL.KA,,,,0.0,,,0.0,,,,156038000.0,Japan Power Generation Limited,2026-06-01T09:01:36.650326+00:00
JSBL,JSBL.KA,29068160000.0,1415623704000.0,,0.0,124718847000.0,86500608000.0,145847787000.0,5826980000.0,20117000192.0,9.81,2050662536.0,JS Bank Limited,2026-06-01T09:01:36.650326+00:00
JSCL,JSCL.KA,32334503000.0,1437310300000.0,28804359000.0,0.0,119371743000.0,164391660000.0,1640255000.0,6480825000.0,16138905600.0,17.62,915942388.0,"JSCL.KA,0P0000B02K,76300",2026-06-01T09:01:36.650326+00:00
JSCLR1,JSCLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
JSGCL,JSGCL.KA,,,,0.0,,,0.0,,4592555008.0,167.14,27477297.0,"JSGCL.KA,0P0000AGBM,966",2026-06-01T09:01:36.650326+00:00
JSIL,JSIL.KA,,,,0.0,,,0.0,,961710848.0,15.6,61648127.0,"JSIL.KA,0P0000AROT,0",2026-06-01T09:01:36.650326+00:00
JSML,JSML.KA,,,,0.0,,,0.0,,679497472.0,19.91,34128453.0,"JSML.KA,0P0000BL62,18011",2026-06-01T09:01:36.650326+00:00
JSRR,JSRR.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
JUBS,JUBS.KA,,,,0.0,,,0.0,,350905024.0,10.8,32491205.0,"JUBS.KA,0P0000AUWL,14002",2026-06-01T09:01:36.650326+00:00
JVDC,JVDC.KA,,,,0.0,,,0.0,,14506974208.0,38.09,380860447.0,Javedan Corporation Limited,2026-06-01T09:01:36.650326+00:00
JVDCPS,JVDCPS.KA,,,,0.0,,,0.0,,,20.0,,"JVDCPS.KA,0P0000X56P,0",2026-06-01T09:01:36.650326+00:00
JVDCR1,JVDCR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
KACM,KACM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
KAKL,KAKL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
KAPCO,KAPCO.KA,0.0,81551254000.0,10866072000.0,0.0,2784292000.0,0.0,6441451000.0,4313618000.0,28555413504.0,32.44,880253228.0,Kot Addu Power Company Limited,2026-06-01T09:01:36.650326+00:00
KASBM,KASBM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
KCL,KCL.KA,,,,0.0,,,0.0,,712885184.0,49.0,14548676.0,"KCL.KA,0P0000AR52,0",2026-06-01T09:01:36.650326+00:00
KEL,KEL.KA,180508276000.0,1024565025000.0,104452241000.0,0.0,7121309000.0,519732325000.0,5021883000.0,-30982916000.0,123992219648.0,4.49,27615194246.0,K-Electric Limited,2026-06-01T09:01:36.650326+00:00
KHSM,KHSM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
KHTC,KHTC.KA,,,,0.0,,,0.0,,2029084416.0,293.11,6922604.0,"KHTC.KA,0P0000B0ZH,1725",2026-06-01T09:01:36.650326+00:00
KHYT,KHYT.KA,,,,0.0,,,0.0,,379433440.0,309.11,1227503.0,Khyber Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
KML,KML.KA,,,,0.0,,,0.0,,17131555840.0,33.65,509110110.0,"KML.KA,0P0000C24X,0",2026-06-01T09:01:36.650326+00:00
KOHC,KOHC.KA,1448977799.0,66794311768.0,1692217832.0,0.0,1450702723.0,37535700372.0,217415302.0,11575154071.0,244268924928.0,265.71,919306485.0,Kohat Cement Company Limited,2026-06-01T09:01:36.650326+00:00
KOHE,KOHE.KA,,,,0.0,,,0.0,,6891881472.0,40.67,169458614.0,Kohinoor Energy Limited,2026-06-01T09:01:36.650326+00:00
KOHP,KOHP.KA,,,,0.0,,,0.0,,60480004.0,4.8,12600000.0,Kohinoor Power Company Limited,2026-06-01T09:01:36.650326+00:00
KOHTM,KOHTM.KA,,,,0.0,,,0.0,,377103968.0,18.13,20800000.0,"KOHTM.KA,0P0000BXO7,0",2026-06-01T09:01:36.650326+00:00
KOIL,KOIL.KA,,,,0.0,,,0.0,,279692480.0,9.23,30302543.0,"KOIL.KA,0P0000CFDX,80059",2026-06-01T09:01:36.650326+00:00
KOSM,KOSM.KA,,,,0.0,,,0.0,,1664428544.0,3.82,435714285.0,"KOSM.KA,0P0000ALLM,1825521",2026-06-01T09:01:36.650326+00:00
KPUS,KPUS.KA,,,,0.0,,,0.0,,3990599936.0,249.14,16017500.0,"KPUS.KA,0P0000BYI6,0",2026-06-01T09:01:36.650326+00:00
KSBP,KSBP.KA,,,,0.0,,,0.0,,3472232960.0,112.37,30900000.0,KSB Pumps Company Limited,2026-06-01T09:01:36.650326+00:00
KSTM,KSTM.KA,,,,0.0,,,0.0,,36166000.0,3.38,10700000.0,"KSTM.KA,0P0000BHGE,57309",2026-06-01T09:01:36.650326+00:00
KTML,KTML.KA,15606275000.0,150740001000.0,10687943000.0,0.0,1613850000.0,124612974000.0,323230000.0,11374337000.0,105323020288.0,78.22,1346497280.0,Kohinoor Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
LCI,LCI.KA,9539945000.0,104329149000.0,5068742000.0,0.0,1469482000.0,119940714000.0,616904000.0,11757122000.0,446260477952.0,966.36,461795250.0,"LCI.KA,0P0000C5EE,30062",2026-06-01T09:01:36.650326+00:00
LEUL,LEUL.KA,,,,0.0,,,0.0,,75000000.0,12.5,6000000.0,"LEUL.KA,0P0000BMGK,504",2026-06-01T09:01:36.650326+00:00
LINDE,LINDE.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
LIVEN,LIVEN.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
LMSM,LMSM.KA,,,,0.0,,,0.0,,146708992.0,10.89,12123700.0,Liven Pharmaceuticals Limited,2026-06-01T09:01:36.650326+00:00
LOADS,LOADS.KA,,,,0.0,,,0.0,,3705074688.0,9.98,371250000.0,"LOADS.KA,0P000191BA,473988",2026-06-01T09:01:36.650326+00:00
LOTCHEM,LOTCHEM.KA,0.0,47802570000.0,6406906000.0,0.0,6828351000.0,80906921000.0,627428000.0,1118932000.0,26559197184.0,17.54,1514207208.0,Lotte Chemical Pakistan Limited,2026-06-01T09:01:36.650326+00:00
LPCL,LPCL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
LPGL,LPGL.KA,,,,0.0,,,0.0,,1121624960.0,149.55,7500000.0,"LPGL.KA,0P0000CD5A,147344",2026-06-01T09:01:36.650326+00:00
LPL,LPL.KA,,,,0.0,,,0.0,,9165507584.0,24.13,279838732.0,Lalpir Power Limited,2026-06-01T09:01:36.650326+00:00
LSECL,LSECL.KA,,,,0.0,,,0.0,,1246140032.0,3.22,387000000.0,"LSECL.KA,0P0001T2G0,103230",2026-06-01T09:01:36.650326+00:00
LSEFSL,LSEFSL.KA,,,,0.0,,,0.0,,144137424.0,4.04,27000000.0,"LSEFSL.KA,0P0001T3VA,30673",2026-06-01T09:01:36.650326+00:00
LSEPL,LSEPL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
LSEVL,LSEVL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
LUCK,LUCK.KA,117625786000.0,729361628000.0,61738176000.0,0.0,61685366000.0,458314671000.0,2167895000.0,76956147000.0,1329707220992.0,907.65,1465000000.0,Lucky Cement Limited,2026-06-01T09:01:36.650326+00:00
MACFL,MACFL.KA,,,,0.0,,,0.0,,1055560448.0,17.8,59301150.0,"MACFL.KA,0P0000BFQ4,104815",2026-06-01T09:01:36.650326+00:00
MACTER,MACTER.KA,,,,0.0,,,0.0,,4352046592.0,95.0,45811018.0,"MACTER.KA,0P0001BEFP,1",2026-06-01T09:01:36.650326+00:00
MARI,MARI.KA,508959000.0,425458133000.0,86581711000.0,0.0,45155755000.0,177097104000.0,5608222000.0,65368932000.0,3229734404096.0,2690.05,1200622500.0,Mari Energies Limited,2026-06-01T09:01:36.650326+00:00
MCB,MCB.KA,31661733000.0,3578741706000.0,,0.0,253050143000.0,198339260000.0,327508057000.0,58415056000.0,268866404352.0,226.88,1185060006.0,MCB Bank Limited,2026-06-01T09:01:36.650326+00:00
MCBAH,MCBAH.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MCBIM,MCBIM.KA,,,,0.0,,,0.0,,2885039872.0,40.07,72000000.0,"MCBIM.KA,0P0000JDE4,17738",2026-06-01T09:01:36.650326+00:00
MDTL,MDTL.KA,,,,0.0,,,0.0,,286161632.0,1.6,178851010.0,"MDTL.KA,0P0000JDES,223228",2026-06-01T09:01:36.650326+00:00
MDTM,MDTM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MEBL,MEBL.KA,215155972000.0,4819935454000.0,,0.0,346819720000.0,287160512000.0,0.0,90717235000.0,428279922688.0,237.86,1800554652.0,Meezan Bank Limited,2026-06-01T09:01:36.650326+00:00
MEHT,MEHT.KA,,,,0.0,,,0.0,,18926399488.0,630.88,30000000.0,"MEHT.KA,0P0000AIXO,17",2026-06-01T09:01:36.650326+00:00
MERIT,MERIT.KA,,,,0.0,,,0.0,,2445491456.0,12.23,199958427.0,"MERIT.KA,0P0000C6O0,366293",2026-06-01T09:01:36.650326+00:00
MERITR1,MERITR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
META,META.KA,,,,0.0,,,0.0,,71871504.0,9.67,7432420.0,"META.KA,0P0000ANCI,0",2026-06-01T09:01:36.650326+00:00
MFFL,MFFL.KA,,,,0.0,,,0.0,,3248021248.0,141.99,22875000.0,"MFFL.KA,0P0000C6NM,15973",2026-06-01T09:01:36.650326+00:00
MFL,MFL.KA,,,,0.0,,,0.0,,3017177088.0,24.65,122400698.0,"MFL.KA,0P0001CPFP,169863",2026-06-01T09:01:36.650326+00:00
MFTM,MFTM.KA,,,,0.0,,,0.0,,,3.49,,"MFTM.KA,0P0000AJ9Y,0",2026-06-01T09:01:36.650326+00:00
MIRKS,MIRKS.KA,,,,0.0,,,0.0,,2013376256.0,30.25,66557891.0,Mirpurkhas Sugar Mills Limited,2026-06-01T09:01:36.650326+00:00
MLCF,MLCF.KA,9781639000.0,118731599000.0,4610182000.0,0.0,1861551000.0,68653999000.0,258809000.0,11503305000.0,38529351680.0,36.78,1047562608.0,Maple Leaf Cement Factory Limited,2026-06-01T09:01:36.650326+00:00
MLCFR1,MLCFR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MODAM,MODAM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MODAMR1,MODAMR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MOHE,MOHE.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MOIL,MOIL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MOON,MOON.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MQTM,MQTM.KA,,,,0.0,,,0.0,,645120000.0,35.0,18432000.0,"MQTM.KA,0P0000C30H,0",2026-06-01T09:01:36.650326+00:00
MRNS,MRNS.KA,,,,0.0,,,0.0,,4140499456.0,55.26,74927609.0,"MRNS.KA,0P0000C6IQ,4030",2026-06-01T09:01:36.650326+00:00
MSCL,MSCL.KA,,,,0.0,,,0.0,,329910944.0,10.65,30977554.0,"MSCL.KA,0P0000C6I1,8415",2026-06-01T09:01:36.650326+00:00
MSOT,MSOT.KA,,,,0.0,,,0.0,,3543075072.0,52.49,67500000.0,"MSOT.KA,0P0000BQDY,1",2026-06-01T09:01:36.650326+00:00
MSOTPS,MSOTPS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MTIL,MTIL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MTL,MTL.KA,959651000.0,35276027000.0,805680000.0,0.0,1877794000.0,95020571000.0,327468000.0,10299703000.0,249039798272.0,624.11,399031894.0,Millat Tractors Limited,2026-06-01T09:01:36.650326+00:00
MUBT,MUBT.KA,,,,0.0,,,0.0,,,3.85,,"MUBT.KA,0P0000BNZ9,0",2026-06-01T09:01:36.650326+00:00
MUGHAL,MUGHAL.KA,2841956188.0,70184196879.0,10805747538.0,0.0,3365879773.0,91760862972.0,127421927.0,1907569751.0,31652583424.0,85.85,335633933.0,Mughal Iron & Steel Industries Limited,2026-06-01T09:01:36.650326+00:00
MUGHALC,MUGHALC.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MUGHALR1,MUGHALR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MUKT,MUKT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
MUREB,MUREB.KA,0.0,19829764000.0,40751000.0,0.0,3640406000.0,23798243000.0,395158000.0,2621355000.0,14664214528.0,530.09,27663630.0,Murree Brewery Company Limited,2026-06-01T09:01:36.650326+00:00
MWMP,MWMP.KA,,,,0.0,,,0.0,,413973088.0,14.4,28748133.0,"MWMP.KA,0P0000BYXU,9461",2026-06-01T09:01:36.650326+00:00
MZSM,MZSM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
NAFL,NAFL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
NAGC,NAGC.KA,,,,0.0,,,0.0,,946219968.0,50.6,18700000.0,"NAGC.KA,0P0000C663,8",2026-06-01T09:01:36.650326+00:00
NATF,NATF.KA,6717423000.0,45275744000.0,3240433000.0,0.0,4832346000.0,86375106000.0,65711000.0,1910182000.0,43030773760.0,184.59,233115425.0,National Foods Limited,2026-06-01T09:01:36.650326+00:00
NATM,NATM.KA,,,,0.0,,,0.0,,1892739456.0,89.0,21266735.0,"NATM.KA,0P0000AS7D,0",2026-06-01T09:01:36.650326+00:00
NBP,NBP.KA,60271459000.0,7078396701000.0,,0.0,409471351000.0,320826999000.0,781159921000.0,85031673000.0,101737676800.0,47.82,2127513026.0,National Bank of Pakistan,2026-06-01T09:01:36.650326+00:00
NCL,NCL.KA,10365601631.0,68697569055.0,11126892226.0,0.0,81851548.0,89045617565.0,156778380.0,710699662.0,6483213824.0,27.0,240119029.0,Nishat (Chunian) Limited,2026-06-01T09:01:36.650326+00:00
NCML,NCML.KA,,,,0.0,,,0.0,,143980000.0,6.26,23000000.0,"NCML.KA,0P0000BAX5,20501",2026-06-01T09:01:36.650326+00:00
NCPL,NCPL.KA,0.0,31986689000.0,13170211000.0,0.0,1716254000.0,15215087000.0,245059000.0,4912312000.0,10182856704.0,27.72,367346939.0,Nishat Chunian Power Limited,2026-06-01T09:01:36.650326+00:00
NESTLE,NESTLE.KA,0.0,93893396000.0,3177030000.0,0.0,3908396000.0,199069166000.0,500942000.0,17243921000.0,317673832448.0,7005.0,45349584.0,Nestlé Pakistan Limited,2026-06-01T09:01:36.650326+00:00
NETSOL,NETSOL.KA,2696000.0,13919353000.0,5326984000.0,0.0,4669162000.0,9579636000.0,514589000.0,1203053000.0,12599262208.0,145.51,86586923.0,Netsol Technologies Limited,2026-06-01T09:01:36.650326+00:00
NEXT,NEXT.KA,,,,0.0,,,0.0,,278932512.0,4.9,56925000.0,"NEXT.KA,0P0000VZ7F,211",2026-06-01T09:01:36.650326+00:00
NIB,NIB.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
NICL,NICL.KA,,,,0.0,,,0.0,,12735607808.0,115.16,110590546.0,"NICL.KA,0P0000B7RK,56741",2026-06-01T09:01:36.650326+00:00
NINA,NINA.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
NMFL,NMFL.KA,,,,0.0,,,0.0,,,12.76,,"NMFL.KA,0P0000BFXC,0",2026-06-01T09:01:36.650326+00:00
NML,NML.KA,23682746000.0,273706356000.0,38376196000.0,0.0,11180968000.0,212511599000.0,651404000.0,7868223000.0,23370842112.0,66.47,351599848.0,Nishat Mills Limited,2026-06-01T09:01:36.650326+00:00
NONS,NONS.KA,,,,0.0,,,0.0,,1354431232.0,82.0,16517453.0,"NONS.KA,0P0000BCAL,1",2026-06-01T09:01:36.650326+00:00
NORS,NORS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
NPL,NPL.KA,0.0,37896805000.0,14425555000.0,0.0,6296539000.0,22505489000.0,263132000.0,5389574000.0,13126061056.0,37.07,354088500.0,Nishat Power Limited,2026-06-01T09:01:36.650326+00:00
NPSM,NPSM.KA,,,,0.0,,,0.0,,,,14700000.0,N.P. Spinning Mills Limited,2026-06-01T09:01:36.650326+00:00
NRL,NRL.KA,11250000000.0,149495621000.0,17759495000.0,0.0,679940000.0,307662853000.0,352479000.0,-14866922000.0,19525435392.0,244.17,79966560.0,National Refinery Limited,2026-06-01T09:01:36.650326+00:00
NRSL,NRSL.KA,,,,0.0,,,0.0,,3394531840.0,24.02,141321064.0,"NRSL.KA,0P0000B8BQ,65718",2026-06-01T09:01:36.650326+00:00
NSRM,NSRM.KA,,,,0.0,,,0.0,,409048480.0,26.3,15553174.0,"NSRM.KA,0P0000APE7,0",2026-06-01T09:01:36.650326+00:00
OBOY,OBOY.KA,,,,0.0,,,0.0,,374523808.0,7.15,52380952.0,"OBOY.KA,0P0000CN0I,451855",2026-06-01T09:01:36.650326+00:00
OBOYR1,OBOYR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
OCTOPUS,OCTOPUS.KA,,,,0.0,,,0.0,,15042157568.0,95.65,157262502.0,"OCTOPUS.KA,0P0001NHXQ,2421891",2026-06-01T09:01:36.650326+00:00
OGDC,OGDC.KA,,1604254140000.0,635016335000.0,0.0,141028920000.0,463697861000.0,64027775000.0,208975771000.0,567163420672.0,131.87,4300928400.0,Oil and Gas Development Company Limited,2026-06-01T09:01:36.650326+00:00
OLPL,OLPL.KA,,,,0.0,,,0.0,,4907906048.0,27.98,175407647.0,"OLPL.KA,0P0000AZ4T,46300",2026-06-01T09:01:36.650326+00:00
OLPM,OLPM.KA,,,,0.0,,,0.0,,635369408.0,14.0,45383530.0,"OLPM.KA,0P0000EDFZ,10507",2026-06-01T09:01:36.650326+00:00
OLSM,OLSM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
OML,OML.KA,,,,0.0,,,0.0,,330000000.0,27.5,12000000.0,"OML.KA,0P0000AH19,118",2026-06-01T09:01:36.650326+00:00
ORIXM,ORIXM.KA,,,,0.0,,,0.0,,,,45383500.0,ORIX Modaraba,2026-06-01T09:01:36.650326+00:00
ORM,ORM.KA,,,,0.0,,,0.0,,524249984.0,6.99,75000000.0,"ORM.KA,0P0001CWEE,0",2026-06-01T09:01:36.650326+00:00
OTSU,OTSU.KA,,,,0.0,,,0.0,,1444982016.0,119.42,12100000.0,Otsuka Pakistan Limited,2026-06-01T09:01:36.650326+00:00
PABC,PABC.KA,1010109764.0,39438444911.0,710069575.0,0.0,2554560864.0,23992408324.0,420305745.0,5216181882.0,27505614848.0,76.17,361108254.0,"PABC.KA,0P0001MYH5,281087",2026-06-01T09:01:36.650326+00:00
PACE,PACE.KA,,,,0.0,,,0.0,,935785984.0,3.02,309862904.0,"PACE.KA,0P0000CM38,559381",2026-06-01T09:01:36.650326+00:00
PAEL,PAEL.KA,3335417000.0,87405304000.0,19649708000.0,0.0,1141001000.0,63523506000.0,424559000.0,3846675000.0,24255035392.0,26.26,923649501.0,Pak Elektron Limited,2026-06-01T09:01:36.650326+00:00
PAKCEM,PAKCEM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PAKD,PAKD.KA,,,,0.0,,,0.0,,890152256.0,75.06,11859210.0,"PAKD.KA,0P0000C8IC,4718",2026-06-01T09:01:36.650326+00:00
PAKL,PAKL.KA,,,,0.0,,,0.0,,59500000.0,17.5,3400000.0,"PAKL.KA,0P0000C7EN,0",2026-06-01T09:01:36.650326+00:00
PAKMI,PAKMI.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PAKOXY,PAKOXY.KA,,,,0.0,,,0.0,,6913307136.0,79.35,87124228.0,"PAKOXY.KA,0P0000C2IP,8263",2026-06-01T09:01:36.650326+00:00
PAKQATAR,PAKQATAR.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PAKRI,PAKRI.KA,17037073.0,76355001422.0,13555378242.0,0.0,2032744158.0,14500815542.0,1637929110.0,3129096264.0,9944999936.0,11.05,900000000.0,"PAKRI.KA,0P0000CDVE,1695401",2026-06-01T09:01:36.650326+00:00
PAKT,PAKT.KA,3821691000.0,95921946000.0,2650000.0,0.0,1694868000.0,139018233000.0,1576401000.0,29854825000.0,245652160512.0,961.48,255493792.0,Pakistan Tobacco Company Limited,2026-06-01T09:01:36.650326+00:00
PASL,PASL.KA,,,,0.0,,,0.0,,251867456.0,1.35,186568487.0,"PASL.KA,0P0000DG1Y,1591043",2026-06-01T09:01:36.650326+00:00
PASM,PASM.KA,,,,0.0,,,0.0,,76350248.0,4.4,17352329.0,"PASM.KA,0P0000BFID,6221",2026-06-01T09:01:36.650326+00:00
PCAL,PCAL.KA,,,,0.0,,,0.0,,8440900096.0,155.0,54457418.0,"PCAL.KA,0P0000B0WV,1863",2026-06-01T09:01:36.650326+00:00
PCML,PCML.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PDGH,PDGH.KA,,,,0.0,,,0.0,,,,,Prudential Discount and Guarantee House Ltd,2026-06-01T09:01:36.650326+00:00
PECO,PECO.KA,,,,0.0,,,0.0,,3812464128.0,670.0,5690245.0,"PECO.KA,0P0000AYD5,339",2026-06-01T09:01:36.650326+00:00
PGCL,PGCL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PGIC,PGIC.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PGLC,PGLC.KA,,,,0.0,,,0.0,,478385664.0,9.67,49471110.0,"PGLC.KA,0P0000C594,94",2026-06-01T09:01:36.650326+00:00
PHDL,PHDL.KA,,,,0.0,,,0.0,,106200000.0,5.9,18000000.0,"PHDL.KA,0P0000BML9,27401",2026-06-01T09:01:36.650326+00:00
PIAA,PIAA.KA,,,,0.0,,,0.0,,,,5233760256.0,Pakistan International Airlines Corporation Limited,2026-06-01T09:01:36.650326+00:00
PIAB,PIAB.KA,,,,0.0,,,0.0,,,,1500000.0,Pakistan International Airlines Corporation Limited,2026-06-01T09:01:36.650326+00:00
PIAHCLA,PIAHCLA.KA,398459945000.0,396262131000.0,13005316000.0,0.0,16351527000.0,239652336000.0,238694000.0,-15548028000.0,82818514944.0,15.63,5233762118.0,"PIAHCLA.KA,0P0001T2E2,22079450",2026-06-01T09:01:36.650326+00:00
