ticker,yahoo_ticker,total_debt,total_assets,accounts_receivable,non_compliant_investments,cash,total_revenue,interest_income,net_income,market_cap,current_price,shares_outstanding,long_business_summary,fetched_at
DOLCPS,DOLCPS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
DSFL,DSFL.KA,,,,0.0,,,0.0,,322362464.0,0.88,366320992.0,Dewan Salman Fibre Limited,2026-06-01T09:01:36.650326+00:00
DSIL,DSIL.KA,,,,0.0,,,0.0,,276162592.0,3.3,83685631.0,"DSIL.KA,0P0000AMYH,196345",2026-06-01T09:01:36.650326+00:00
DSL,DSL.KA,,,,0.0,,,0.0,,2281288448.0,5.13,444695577.0,"DSL.KA,0P0000CLO3,372023",2026-06-01T09:01:36.650326+00:00
DSML,DSML.KA,,,,0.0,,,0.0,,6584119808.0,29.3,224500000.0,"DSML.KA,0P0000ATZL,6013",2026-06-01T09:01:36.650326+00:00
DWAE,DWAE.KA,,,,0.0,,,0.0,,1912731904.0,89.38,21400000.0,Dewan Automotive Engineering Limited,2026-06-01T09:01:36.650326+00:00
DWSM,DWSM.KA,,,,0.0,,,0.0,,415464448.0,4.54,91511992.0,"DWSM.KA,0P0000BJ0C,144815",2026-06-01T09:01:36.650326+00:00
DWTM,DWTM.KA,,,,0.0,,,0.0,,324755488.0,7.05,46064609.0,"DWTM.KA,0P0000B5SY,3789",2026-06-01T09:01:36.650326+00:00
DYNO,DYNO.KA,,,,0.0,,,0.0,,4500126720.0,238.45,18872413.0,"DYNO.KA,0P0000BVQI,18350",2026-06-01T09:01:36.650326+00:00
ECOP,ECOP.KA,,,,0.0,,,0.0,,657279616.0,13.62,48258417.0,EcoPack Limited,2026-06-01T09:01:36.650326+00:00
EFERT,EFERT.KA,29445959000.0,199166075000.0,16845896000.0,0.0,8042747000.0,237130786000.0,802361000.0,22628044000.0,226707111936.0,169.78,1335299375.0,Engro Fertilizers Limited,2026-06-01T09:01:36.650326+00:00
EFGH,EFGH.KA,,,,0.0,,,0.0,,3527777280.0,27.4,128751000.0,"EFGH.KA,0P0000JDE7,500",2026-06-01T09:01:36.650326+00:00
EFOODS,EFOODS.KA,969774000.0,37510638000.0,1557223000.0,0.0,1205438000.0,104452438000.0,134414000.0,2690648000.0,,,,Frieslandcampina Engro Pakistan Limited,2026-06-01T09:01:36.650326+00:00
EFUG,EFUG.KA,1151566000.0,380078560000.0,9847378000.0,0.0,7985510000.0,125826782000.0,4782861000.0,5648061000.0,17386000384.0,86.93,200000000.0,EFU General Insurance Limited,2026-06-01T09:01:36.650326+00:00
EFUL,EFUL.KA,747344000.0,298012263000.0,3084522000.0,0.0,9235399000.0,103200187000.0,4262072000.0,2442123000.0,18082050048.0,172.21,105000000.0,"EFUL.KA,0P0000ARUB,113",2026-06-01T09:01:36.650326+00:00
ELCM,ELCM.KA,,,,0.0,,,0.0,,80613000.0,62.01,1300000.0,Elahi Cotton Mills Limited,2026-06-01T09:01:36.650326+00:00
ELSM,ELSM.KA,,,,0.0,,,0.0,,972907456.0,88.85,10950000.0,"ELSM.KA,0P0000BZ9U,0",2026-06-01T09:01:36.650326+00:00
EMCO,EMCO.KA,,,,0.0,,,0.0,,1312499968.0,37.5,35000000.0,EMCO Industries Limited,2026-06-01T09:01:36.650326+00:00
ENGL,ENGL.KA,,,,0.0,,,0.0,,,0.65,,English Leasing Ltd,2026-06-01T09:01:36.650326+00:00
ENGRO,ENGRO.KA,,,,0.0,,,0.0,,178283249664.0,332.23,536625984.0,Engro Corporation Limited,2026-06-01T09:01:36.650326+00:00
ENGROH,ENGROH.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
EPCL,EPCL.KA,53324569000.0,117311064000.0,1715679000.0,0.0,4507275000.0,78016768000.0,95838000.0,-3898186000.0,39029166080.0,42.94,908923333.0,Engro Polymer and Chemicals Limited,2026-06-01T09:01:36.650326+00:00
EPCLPS,EPCLPS.KA,53324569000.0,117311064000.0,1715679000.0,0.0,4507275000.0,78016768000.0,95838000.0,-3898186000.0,,11.36,,"EPCLPS.KA,0P0001LG8B,0",2026-06-01T09:01:36.650326+00:00
EPCLR1,EPCLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
EPQL,EPQL.KA,2129630000.0,15753244000.0,3510180000.0,0.0,263689000.0,11888573000.0,6627000.0,836279000.0,8804122624.0,27.19,323800000.0,Engro Powergen Qadirpur Limited,2026-06-01T09:01:36.650326+00:00
ESBL,ESBL.KA,,,,0.0,,,0.0,,509856000.0,3.76,135600000.0,"ESBL.KA,0P0000B3WN,400",2026-06-01T09:01:36.650326+00:00
EWIC,EWIC.KA,,,,0.0,,,0.0,,15016200192.0,48.5,309612375.0,East West Insurance Company Limited,2026-06-01T09:01:36.650326+00:00
EWICR1,EWICR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
EWLA,EWLA.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
EXIDE,EXIDE.KA,,,,0.0,,,0.0,,7793632768.0,1003.22,7768618.0,"EXIDE.KA,0P0000C9NW,128365",2026-06-01T09:01:36.650326+00:00
EXTR,EXTR.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FABL,FABL.KA,20016603000.0,1777009981000.0,,0.0,110731649000.0,98388491000.0,165991746000.0,22469216000.0,71498686464.0,47.11,1517696525.0,Faysal Bank Limited,2026-06-01T09:01:36.650326+00:00
FAEL,FAEL.KA,,,,0.0,,,0.0,,,14.3,,"FAEL.KA,0P0000B4WG,0",2026-06-01T09:01:36.650326+00:00
FANM,FANM.KA,,,,0.0,,,0.0,,75075000.0,3.25,23100000.0,"FANM.KA,0P0000E784,0",2026-06-01T09:01:36.650326+00:00
FASM,FASM.KA,,,,0.0,,,0.0,,2523200000.0,252.32,10000000.0,"FASM.KA,0P0000AM03,668",2026-06-01T09:01:36.650326+00:00
FATIMA,FATIMA.KA,2613784000.0,360894550000.0,32269779000.0,0.0,2987501000.0,276176566000.0,71779000.0,42059025000.0,111216001024.0,52.96,2100000000.0,Fatima Fertilizer Company Limited,2026-06-01T09:01:36.650326+00:00
FCCL,FCCL.KA,24208633000.0,160845191000.0,6911322000.0,0.0,2665338000.0,88956328000.0,400750000.0,13326202000.0,53987164160.0,22.01,2452847220.0,Fauji Cement Company Limited,2026-06-01T09:01:36.650326+00:00
FCEL,FCEL.KA,0.0,1361892686.0,174162671.0,0.0,448406.0,0.0,0.0,17798883.0,961081472.0,6.8,141335500.0,"FCEL.KA,0P0001BLEY,0",2026-06-01T09:01:36.650326+00:00
FCEPL,FCEPL.KA,969774000.0,37510638000.0,1557223000.0,0.0,1205438000.0,104452438000.0,134414000.0,2690648000.0,49108144128.0,64.06,766596075.0,"FCEPL.KA,0P0000TUJ4,321488",2026-06-01T09:01:36.650326+00:00
FCIBL,FCIBL.KA,,,,0.0,,,0.0,,500500000.0,7.7,65000000.0,"FCIBL.KA,0P0000JDEO,0",2026-06-01T09:01:36.650326+00:00
FCL,FCL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FCONM,FCONM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FCSC,FCSC.KA,,,,0.0,,,0.0,,379932160.0,1.2,316610112.0,"FCSC.KA,0P0000E857,53059",2026-06-01T09:01:36.650326+00:00
FDIBL,FDIBL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FDPL,FDPL.KA,,,,0.0,,,0.0,,362071648.0,2.44,148390023.0,"FDPL.KA,0P0000BLSL,6238",2026-06-01T09:01:36.650326+00:00
FECM,FECM.KA,,,,0.0,,,0.0,,71442000.0,6.3,11340000.0,"FECM.KA,0P0000E6QP,2712",2026-06-01T09:01:36.650326+00:00
FECTC,FECTC.KA,,,,0.0,,,0.0,,1495771136.0,29.82,50160000.0,Fecto Cement Limited,2026-06-01T09:01:36.650326+00:00
FEM,FEM.KA,,,,0.0,,,0.0,,132148800.0,2.52,52440000.0,"FEM.KA,0P0000E6V5,1658",2026-06-01T09:01:36.650326+00:00
FEROZ,FEROZ.KA,1843607255.0,21749621603.0,2416614379.0,0.0,551064343.0,15854750179.0,12797078.0,683146147.0,10643397632.0,244.85,43469052.0,"FEROZ.KA,0P0000B1O1,30253",2026-06-01T09:01:36.650326+00:00
FFBL,FFBL.KA,,,,0.0,,,0.0,,54490750976.0,42.2,1291250048.0,Fauji Fertilizer Bin Qasim Limited,2026-06-01T09:01:36.650326+00:00
FFC,FFC.KA,50817992000.0,613298162000.0,33901558000.0,0.0,13965276000.0,483807560000.0,2506745000.0,83170819000.0,235352260608.0,163.55,1439023262.0,Fauji Fertilizer Company Limited,2026-06-01T09:01:36.650326+00:00
FFL,FFL.KA,0.0,21012626528.0,2124493367.0,0.0,1871667843.0,28886859208.0,512047732.0,1154059242.0,21520484352.0,8.54,2519963139.0,Fauji Foods Limited,2026-06-01T09:01:36.650326+00:00
FFLM,FFLM.KA,,,,0.0,,,0.0,,53091744.0,2.01,26413804.0,First Fidelity Leasing Modaraba,2026-06-01T09:01:36.650326+00:00
FFLNV,FFLNV.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FFLR1,FFLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FHAM,FHAM.KA,,,,0.0,,,0.0,,1884118400.0,17.0,110830500.0,"FHAM.KA,0P0000E6WQ,2183",2026-06-01T09:01:36.650326+00:00
FIBLM,FIBLM.KA,,,,0.0,,,0.0,,60725000.0,2.8,21687500.0,"FIBLM.KA,0P0000E7SC,500",2026-06-01T09:01:36.650326+00:00
FIL,FIL.KA,,,,0.0,,,0.0,,228840000.0,114.42,2000000.0,"FIL.KA,0P0000C5P8,1",2026-06-01T09:01:36.650326+00:00
FIM,FIM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FIMM,FIMM.KA,,,,0.0,,,0.0,,519000000.0,173.0,3000000.0,"FIMM.KA,0P0000E7AB,0",2026-06-01T09:01:36.650326+00:00
FLYNG,FLYNG.KA,,,,0.0,,,0.0,,5565348352.0,8.01,694800000.0,"FLYNG.KA,0P0000CJ11,620622",2026-06-01T09:01:36.650326+00:00
FLYNGR1,FLYNGR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FML,FML.KA,6573385000.0,80880043000.0,15967407000.0,0.0,1054766000.0,68880031000.0,54250000.0,572341000.0,31153903616.0,78.0,399409026.0,Feroze1888 Mills Limited,2026-06-01T09:01:36.650326+00:00
FNBM,FNBM.KA,,,,0.0,,,0.0,,16000000.0,0.64,25000000.0,First National Bank Modaraba,2026-06-01T09:01:36.650326+00:00
FNEL,FNEL.KA,,,,0.0,,,0.0,,9755951104.0,3.65,2672863310.0,"FNEL.KA,0P0000B0LP,167678",2026-06-01T09:01:36.650326+00:00
FPJM,FPJM.KA,,,,0.0,,,0.0,,64638000.0,1.9,34020000.0,"FPJM.KA,0P0000EQ1N,123249",2026-06-01T09:01:36.650326+00:00
FPRM,FPRM.KA,,,,0.0,,,0.0,,108928520.0,7.9,13788420.0,"FPRM.KA,0P0000E8AJ,9000",2026-06-01T09:01:36.650326+00:00
FRCL,FRCL.KA,,,,0.0,,,0.0,,749901632.0,19.8,37873821.0,"FRCL.KA,0P0000B0OV,5003",2026-06-01T09:01:36.650326+00:00
FRSM,FRSM.KA,,,,0.0,,,0.0,,1858992000.0,47.05,39510989.0,"FRSM.KA,0P0000C74S,3798",2026-06-01T09:01:36.650326+00:00
FSWL,FSWL.KA,,,,0.0,,,0.0,,144700000.0,72.35,2000000.0,"FSWL.KA,0P0000B3XL,0",2026-06-01T09:01:36.650326+00:00
FTHM,FTHM.KA,,,,0.0,,,0.0,,,74.0,,"FTHM.KA,0P0000B91X,0",2026-06-01T09:01:36.650326+00:00
FTMM,FTMM.KA,,,,0.0,,,0.0,,923231936.0,4.72,195599994.0,"FTMM.KA,0P0001B71V,1001",2026-06-01T09:01:36.650326+00:00
FTSM,FTSM.KA,,,,0.0,,,0.0,,366968224.0,17.34,21163104.0,"FTSM.KA,0P0000E6SI,2061",2026-06-01T09:01:36.650326+00:00
FUDLM,FUDLM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
FZCM,FZCM.KA,,,,0.0,,,0.0,,3502500096.0,116.75,30000000.0,"FZCM.KA,0P0000CLEM,531",2026-06-01T09:01:36.650326+00:00
GADT,GADT.KA,,,,0.0,,,0.0,,4833982464.0,172.46,28029583.0,Gadoon Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
GAIL,GAIL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GAILR1,GAILR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GAL,GAL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GAMON,GAMON.KA,,,,0.0,,,0.0,,628358336.0,22.23,28266231.0,"GAMON.KA,0P0000BTPZ,9735",2026-06-01T09:01:36.650326+00:00
GATI,GATI.KA,8507127000.0,37669385000.0,3516225000.0,0.0,340660000.0,34013581000.0,0.0,-440048000.0,21421780992.0,197.02,108728960.0,Gatron (Industries) Limited,2026-06-01T09:01:36.650326+00:00
GATM,GATM.KA,14591587000.0,148939881000.0,20719045000.0,0.0,1081768000.0,172479728000.0,119674000.0,4851963000.0,14667977728.0,19.82,740059458.0,Gul Ahmed Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
GCIL,GCIL.KA,,,,0.0,,,0.0,,5733041664.0,10.05,570451931.0,"GCIL.KA,0P0001Q1TE,1283163",2026-06-01T09:01:36.650326+00:00
GCILB,GCILB.KA,,,,0.0,,,0.0,,,9.3,,"GCILB.KA,0P0001Q5S4,0",2026-06-01T09:01:36.650326+00:00
GCWL,GCWL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GDL,GDL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GEMBCEM,GEMBCEM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GEMBLUEX,GEMBLUEX.KA,,,,0.0,,,0.0,,1234279296.0,45.0,27428430.0,"GEMBLUEX.KA,0P0001O1WT,5201",2026-06-01T09:01:36.650326+00:00
GEMMEL,GEMMEL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GEMNETS,GEMNETS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GEMPACRA,GEMPACRA.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GEMPAPL,GEMPAPL.KA,,,,0.0,,,0.0,,145000000.0,7.25,20000000.0,"GEMPAPL.KA,0P0001ORAV,0",2026-06-01T09:01:36.650326+00:00
GEMSPNL,GEMSPNL.KA,,,,0.0,,,0.0,,1488740096.0,12.06,123444444.0,"GEMSPNL.KA,0P0001PBVN,0",2026-06-01T09:01:36.650326+00:00
GEMUNSL,GEMUNSL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GENP,GENP.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GFIL,GFIL.KA,,,,0.0,,,0.0,,422304640.0,12.94,32635600.0,"GFIL.KA,0P0000CLNE,2",2026-06-01T09:01:36.650326+00:00
GGGL,GGGL.KA,,,,0.0,,,0.0,,1423142656.0,5.96,238782315.0,"GGGL.KA,0P000163O4,82809",2026-06-01T09:01:36.650326+00:00
GGGLR1,GGGLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GGL,GGL.KA,,,,0.0,,,0.0,,3240194048.0,9.15,354119590.0,Ghani Global Holdings Limited,2026-06-01T09:01:36.650326+00:00
GGLR1,GGLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GHGL,GHGL.KA,65018284.0,49563468711.0,5903662614.0,0.0,1591609097.0,47790454546.0,53876394.0,6750221198.0,25462734848.0,25.47,999714838.0,Ghani Glass Limited,2026-06-01T09:01:36.650326+00:00
GHGLR1,GHGLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GHNI,GHNI.KA,0.0,18057049000.0,647175000.0,0.0,2322447000.0,14666195000.0,120535000.0,781412000.0,14962522112.0,351.16,42608844.0,Ghandhara Industries Limited,2026-06-01T09:01:36.650326+00:00
GHNL,GHNL.KA,,,,0.0,,,0.0,,,,57002500.0,Ghandhara Automobiles Limited,2026-06-01T09:01:36.650326+00:00
GIL,GIL.KA,,,,0.0,,,0.0,,37755000.0,125.85,300000.0,"GIL.KA,0P0000CHK5,0",2026-06-01T09:01:36.650326+00:00
GLAT,GLAT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GLAXO,GLAXO.KA,335139000.0,50683502000.0,2812639000.0,0.0,8590696000.0,65900901000.0,518139000.0,10025315000.0,43636387840.0,137.02,318467278.0,"GLAXO.KA,0P0000B5DK,80234",2026-06-01T09:01:36.650326+00:00
GLOT,GLOT.KA,,,,0.0,,,0.0,,,9.0,,Globe Textile Mills Ltd,2026-06-01T09:01:36.650326+00:00
GLPL,GLPL.KA,,,,0.0,,,0.0,,4821596160.0,151.28,31872000.0,Gillette Pakistan Ltd,2026-06-01T09:01:36.650326+00:00
GOC,GOC.KA,,,,0.0,,,0.0,,587947264.0,80.0,7349341.0,"GOC.KA,0P0000APCW,15625",2026-06-01T09:01:36.650326+00:00
GOEM,GOEM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GRR,GRR.KA,,,,0.0,,,0.0,,1932000000.0,13.8,140000000.0,"GRR.KA,0P0001QATB,1420",2026-06-01T09:01:36.650326+00:00
GRYL,GRYL.KA,,,,0.0,,,0.0,,149640000.0,6.96,21500000.0,"GRYL.KA,0P0000BG4D,69502",2026-06-01T09:01:36.650326+00:00
GSKCH,GSKCH.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GSPM,GSPM.KA,,,,0.0,,,0.0,,80676888.0,3.63,22225038.0,"GSPM.KA,0P0000C94W,74007",2026-06-01T09:01:36.650326+00:00
GTECH,GTECH.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GTECHBR,GTECHBR.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
GTYR,GTYR.KA,382709000.0,18848105000.0,3693470000.0,0.0,224435000.0,20538570000.0,1865000.0,229060000.0,5367506432.0,44.02,121933350.0,Ghandhara Tyre and Rubber Company Limited,2026-06-01T09:01:36.650326+00:00
GUSM,GUSM.KA,,,,0.0,,,0.0,,140017744.0,6.3,22225038.0,"GUSM.KA,0P0000CE00,81360",2026-06-01T09:01:36.650326+00:00
GUTM,GUTM.KA,,,,0.0,,,0.0,,,15.0,,"GUTM.KA,0P0000AGHC,0",2026-06-01T09:01:36.650326+00:00
GVGL,GVGL.KA,,,,0.0,,,0.0,,5750282240.0,38.35,149942175.0,"GVGL.KA,0P0000AVKQ,7459",2026-06-01T09:01:36.650326+00:00
GWLC,GWLC.KA,959907000.0,37125657000.0,818249000.0,0.0,391386000.0,18165083000.0,232811000.0,1742730000.0,12172331008.0,30.41,400273960.0,Gharibwal Cement Limited,2026-06-01T09:01:36.650326+00:00
HABSM,HABSM.KA,,,,0.0,,,0.0,,8654850048.0,64.11,135000000.0,"HABSM.KA,0P0000BASW,2",2026-06-01T09:01:36.650326+00:00
HACC,HACC.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HADC,HADC.KA,,,,0.0,,,0.0,,,16.51,,"HADC.KA,0P0000CMM9,0",2026-06-01T09:01:36.650326+00:00
HAEL,HAEL.KA,,,,0.0,,,0.0,,146208432.0,11.25,12996304.0,Hala Enterprises Limited,2026-06-01T09:01:36.650326+00:00
HAFL,HAFL.KA,,,,0.0,,,0.0,,253968000.0,211.64,1200000.0,"HAFL.KA,0P0000CKWM,0",2026-06-01T09:01:36.650326+00:00
HAJT,HAJT.KA,,,,0.0,,,0.0,,,0.72,,Hajra Textile Mills Ltd,2026-06-01T09:01:36.650326+00:00
HAL,HAL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HALEON,HALEON.KA,200781000.0,27160875000.0,1086540000.0,0.0,4305967000.0,43106420000.0,459177000.0,6373151000.0,33491636224.0,286.12,117054508.0,"HALEON.KA,0P00019ZAR,4249",2026-06-01T09:01:36.650326+00:00
HASCOL,HASCOL.KA,8352942000.0,39785815000.0,1817432000.0,0.0,564292000.0,177454326000.0,51948000.0,-6770267000.0,6074653696.0,6.08,999120680.0,Hascol Petroleum Limited,2026-06-01T09:01:36.650326+00:00
HASCOLR1,HASCOLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HATM,HATM.KA,,,,0.0,,,0.0,,,0.97,,"HATM.KA,0P0000CIU5,0",2026-06-01T09:01:36.650326+00:00
HBL,HBL.KA,251471356000.0,7708144220000.0,,0.0,633732527000.0,338112493000.0,681264637000.0,66716190000.0,207280914432.0,141.31,1466852508.0,Habib Bank Limited,2026-06-01T09:01:36.650326+00:00
HCAR,HCAR.KA,2266355000.0,49120650000.0,7585110000.0,0.0,424263000.0,78065659000.0,778295000.0,2709141000.0,40992165888.0,287.06,142800000.0,Honda Atlas Cars (Pakistan) Limited,2026-06-01T09:01:36.650326+00:00
HCL,HCL.KA,,,,0.0,,,0.0,,192155632.0,383.62,500000.0,"HCL.KA,0P0000AQTH,8",2026-06-01T09:01:36.650326+00:00
HICL,HICL.KA,,,,0.0,,,0.0,,823767104.0,6.65,123874755.0,"HICL.KA,0P0000ASQQ,0",2026-06-01T09:01:36.650326+00:00
HINO,HINO.KA,0.0,10569093000.0,224233000.0,0.0,167064000.0,10336503000.0,11781000.0,161957000.0,7403134464.0,298.5,24801120.0,Hinopak Motors Limited,2026-06-01T09:01:36.650326+00:00
HINOON,HINOON.KA,2423493.0,19436655050.0,4400848568.0,0.0,584225906.0,27705637954.0,55485042.0,4128317403.0,37397778432.0,705.84,52983363.0,"HINOON.KA,0P0000ARL7,2136",2026-06-01T09:01:36.650326+00:00
HIRAT,HIRAT.KA,,,,0.0,,,0.0,,195666096.0,2.26,86577920.0,"HIRAT.KA,0P0000C7NW,996765",2026-06-01T09:01:36.650326+00:00
HKKT,HKKT.KA,,,,0.0,,,0.0,,,0.5,,"HKKT.KA,0P0000AYNM,0",2026-06-01T09:01:36.650326+00:00
HMB,HMB.KA,53979655000.0,1691682092000.0,,0.0,102647346000.0,90287508000.0,163621320000.0,22663415000.0,74469384192.0,71.07,1047831480.0,Habib Metropolitan Bank Limited,2026-06-01T09:01:36.650326+00:00
HMICL,HMICL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HMIM,HMIM.KA,,,,0.0,,,0.0,,104781248.0,8.75,11975000.0,Haji Mohammad Ismail Mills Limited,2026-06-01T09:01:36.650326+00:00
HMM,HMM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HPL,HPL.KA,0.0,14514629000.0,798679000.0,0.0,152872000.0,30955414000.0,49218000.0,2900083000.0,14951404544.0,1550.21,9644760.0,"HPL.KA,0P0000C250,87",2026-06-01T09:01:36.650326+00:00
HRPL,HRPL.KA,,,,0.0,,,0.0,,1360000000.0,34.0,40000000.0,"HRPL.KA,0P0000BHFU,1000",2026-06-01T09:01:36.650326+00:00
HSM,HSM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HSMCPS,HSMCPS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HSMPSR,HSMPSR.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HSMR1,HSMR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
HSPI,HSPI.KA,,,,0.0,,,0.0,,564830208.0,10.18,55484303.0,"HSPI.KA,0P0000CJ7C,29743",2026-06-01T09:01:36.650326+00:00
HTL,HTL.KA,521839256.0,13407324551.0,1101435544.0,0.0,411312445.0,24317223350.0,28273889.0,-137376595.0,5274469888.0,37.89,139204800.0,"HTL.KA,0P00017L66,1080758",2026-06-01T09:01:36.650326+00:00
HUBC,HUBC.KA,71824944000.0,414722187000.0,28966134000.0,0.0,31247676000.0,83351492000.0,2360666000.0,46131156000.0,198853771264.0,153.3,1297154387.0,The Hub Power Company Limited,2026-06-01T09:01:36.650326+00:00
HUMNL,HUMNL.KA,1488288.0,12717322052.0,5206721585.0,0.0,2313397809.0,12293007699.0,129502483.0,2924967161.0,11804940288.0,10.41,1134000000.0,Hum Network Limited,2026-06-01T09:01:36.650326+00:00
HUSI,HUSI.KA,,,,0.0,,,0.0,,170969968.0,16.09,10625852.0,Husein Industries Limited,2026-06-01T09:01:36.650326+00:00
HWQS,HWQS.KA,,,,0.0,,,0.0,,346680000.0,10.7,32400000.0,"HWQS.KA,0P0000AWSO,17001",2026-06-01T09:01:36.650326+00:00
IBFL,IBFL.KA,5222104136.0,96998145489.0,3263546670.0,0.0,104106902.0,104457361151.0,570139.0,932914402.0,111816671232.0,360.11,310506995.0,Ibrahim Fibres Limited,2026-06-01T09:01:36.650326+00:00
IBLHL,IBLHL.KA,,,,0.0,,,0.0,,3044452608.0,30.9,98525979.0,IBL HealthCare Limited,2026-06-01T09:01:36.650326+00:00
ICCI,ICCI.KA,,,,0.0,,,0.0,,170406352.0,5.68,30001120.0,"ICCI.KA,0P0000E6RS,252755",2026-06-01T09:01:36.650326+00:00
ICCT,ICCT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
ICI,ICI.KA,9539945000.0,104329149000.0,5068742000.0,0.0,1469482000.0,119940714000.0,616904000.0,11757122000.0,,,92359000.0,Lucky Core Industries Limited,2026-06-01T09:01:36.650326+00:00
ICIBL,ICIBL.KA,,,,0.0,,,0.0,,390267680.0,1.37,284866896.0,"ICIBL.KA,0P0000AW6J,7791",2026-06-01T09:01:36.650326+00:00
ICL,ICL.KA,,,,0.0,,,0.0,,4500999680.0,45.01,100000000.0,Ittehad Chemicals Limited,2026-06-01T09:01:36.650326+00:00
ICLR1,ICLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IDRT,IDRT.KA,,,,0.0,,,0.0,,258086400.0,13.0,19852800.0,"IDRT.KA,0P0000ASAI,0",2026-06-01T09:01:36.650326+00:00
IDSM,IDSM.KA,,,,0.0,,,0.0,,128960000.0,13.0,9920000.0,"IDSM.KA,0P0000BG66,0",2026-06-01T09:01:36.650326+00:00
IDYM,IDYM.KA,20173564000.0,81978811000.0,17510904000.0,0.0,18564000.0,105635554000.0,181420000.0,532647000.0,6464793600.0,119.23,54221196.0,"IDYM.KA,0P0000B0CX,7587",2026-06-01T09:01:36.650326+00:00
IFSL,IFSL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IGIBL,IGIBL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
IGIHL,IGIHL.KA,105339000.0,148504704000.0,7812967000.0,0.0,3874107000.0,27350375000.0,1627668000.0,5231975000.0,18399340544.0,129.0,142630550.0,IGI Holdings Limited,2026-06-01T09:01:36.650326+00:00
IGIIL,IGIIL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
